ticker	date	intervals	signal_price	current_price	current_time	nx_1d
OKLO	2025-02-06	1,2,3	47.71	71.01	2025-07-29 00:00:00	True
SHOP	2025-02-06	1,2,3,4	119.08	124.85	2025-07-29 00:00:00	True
SNOW	2025-02-06	1,2,3,4	186.4	218.76	2025-07-29 00:00:00	True
TEM	2025-02-06	1,2,3	67.04	58.29	2025-07-29 00:00:00	True
AMZN	2025-02-05	1,2,4	235.74	231.01	2025-07-29 00:00:00	True
APP	2025-02-05	1,2,3,4	373.57	361.63	2025-07-29 00:00:00	True
SNOW	2025-02-05	1,2,3	186.3	218.76	2025-07-29 00:00:00	True
APP	2025-02-04	1,2,3,4	371.31	361.63	2025-07-29 00:00:00	True
TEM	2025-02-04	1,2,3	61.86	58.29	2025-07-29 00:00:00	True
APP	2025-02-03	1,2,3,4	365.6	361.63	2025-07-29 00:00:00	True
TEM	2025-02-03	1,2,3	60.05	58.29	2025-07-29 00:00:00	True
XPEV	2025-02-03	1,2,3,4	15.66	18.4	2025-07-29 00:00:00	True
APP	2025-01-31	1,2,3	366.31	361.63	2025-07-29 00:00:00	True
JD	2025-01-31	1,2,3	41.53	32.22	2025-07-29 00:00:00	True
PLTR	2025-01-31	1,2,3	82.19	156.24	2025-07-29 00:00:00	True
SE	2025-01-31	1,2,3,4	121.92	160.46	2025-07-29 00:00:00	True
TEM	2025-01-31	1,2,3	56.51	58.29	2025-07-29 00:00:00	False
TIGR	2025-01-31	1,2,3	7.03	9.82	2025-07-29 00:00:00	True
XPEV	2025-01-31	1,2,3,4	15.03	18.4	2025-07-29 00:00:00	True
APP	2025-01-30	1,2,3	365.4	361.63	2025-07-29 00:00:00	True
OPFI	2025-01-30	1,2,3	13.97	10.88	2025-07-29 00:00:00	True
AMZN	2025-01-29	1,2,3,4	237.05	231.01	2025-07-29 00:00:00	True
BA	2025-01-29	1,2,3,4	173.23	226.08	2025-07-29 00:00:00	True
JD	2025-01-29	1,2,3	40.46	32.22	2025-07-29 00:00:00	True
MSFT	2025-01-29	1,2,3	441.79	512.57	2025-07-29 00:00:00	True
OPFI	2025-01-29	1,2,3	13.82	10.88	2025-07-29 00:00:00	True
TIGR	2025-01-29	1,2,3	6.85	9.82	2025-07-29 00:00:00	True
AMZN	2025-01-28	1,3,4	238.22	231.01	2025-07-29 00:00:00	True
GOOGL	2025-01-27	1,3,4	193.3	195.75	2025-07-29 00:00:00	True
LUNR	2025-01-27	1,2,3,4	21.55	11.75	2025-07-29 00:00:00	True
NBIS	2025-01-27	1,2,3,4	25.93	50.4	2025-07-29 00:00:00	True
SERV	2025-01-27	1,2,3	16.67	10.34	2025-07-29 00:00:00	True
LUNR	2025-01-24	1,2,3	22.78	11.75	2025-07-29 00:00:00	True
NBIS	2025-01-24	1,2,3,4	41.54	50.4	2025-07-29 00:00:00	True
GOOGL	2025-01-23	1,3,4	197.96	195.75	2025-07-29 00:00:00	True
NBIS	2025-01-23	1,2,3,4	38.31	50.4	2025-07-29 00:00:00	True
NBIS	2025-01-22	1,3,4	39.52	50.4	2025-07-29 00:00:00	True
VST	2025-01-17	1,2,3,4	171.34	198.0	2025-07-29 00:00:00	True
VST	2025-01-16	1,2,3,4	174.04	198.0	2025-07-29 00:00:00	True
VST	2025-01-15	1,2,3,4	169.17	198.0	2025-07-29 00:00:00	True
OXY	2025-01-14	1,2,3	51.99	45.46	2025-07-29 00:00:00	False
AAL	2025-01-13	2,3,4	17.46	11.42	2025-07-29 00:00:00	True
VST	2025-01-13	1,3,4	162.5	198.0	2025-07-29 00:00:00	True
GME	2025-01-10	1,2,3,4	32.6	22.55	2025-07-29 00:00:00	True
AAL	2025-01-08	1,2,3	17.2	11.42	2025-07-29 00:00:00	True
GME	2025-01-08	1,2,3	32.82	22.55	2025-07-29 00:00:00	True
PHUN	2025-01-08	1,2,3	5.46	2.91	2025-07-29 00:00:00	False
ACHR	2025-01-07	1,2,3,4	11.12	10.19	2025-07-29 00:00:00	True
PHUN	2025-01-07	1,2,3	5.78	2.91	2025-07-29 00:00:00	False
RDDT	2025-01-07	1,2,3,4	172.13	144.85	2025-07-29 00:00:00	True
RKLB	2025-01-07	1,2,3	28.01	43.79	2025-07-29 00:00:00	True
OPFI	2025-01-06	1,3,4	7.42	10.88	2025-07-29 00:00:00	True
RGTI	2025-01-03	1,2,3	18.98	14.47	2025-07-29 00:00:00	True
QBTS	2024-12-30	1,2,3,4	9.42	17.67	2025-07-29 00:00:00	True
SOUN	2024-12-30	1,2,3,4	22.55	10.69	2025-07-29 00:00:00	True
AAPL	2024-12-27	2,3,4	254.95	211.27	2025-07-29 00:00:00	True
RDDT	2024-12-27	1,2,3	173.33	144.85	2025-07-29 00:00:00	True
SERV	2024-12-27	1,2,3,4	16.31	10.34	2025-07-29 00:00:00	True
SOUN	2024-12-27	1,2,3	23.96	10.69	2025-07-29 00:00:00	True
TSM	2024-12-26	2,3,4	203.08	241.33	2025-07-29 00:00:00	True
BA	2024-12-20	1,2,3	177.44	226.08	2025-07-29 00:00:00	True
AAPL	2024-12-18	1,2,3,4	247.86	211.27	2025-07-29 00:00:00	True
ACHR	2024-12-18	1,2,3,4	8.95	10.19	2025-07-29 00:00:00	True
CLS	2024-12-18	1,3,4	92.09	202.0	2025-07-29 00:00:00	True
CRWD	2024-12-18	2,3,4	369.82	465.51	2025-07-29 00:00:00	True
SOFI	2024-12-18	2,3,4	15.23	22.4	2025-07-29 00:00:00	True
DJT	2024-12-17	1,2,3	38.1	17.81	2025-07-29 00:00:00	True
MRVL	2024-12-17	1,2,3,4	114.15	76.34	2025-07-29 00:00:00	True
QQQ	2024-12-17	1,2,3	534.77	567.26	2025-07-29 00:00:00	True
RDDT	2024-12-17	1,2,3,4	168.12	144.85	2025-07-29 00:00:00	True
RIVN	2024-12-17	1,2,3	14.8	13.06	2025-07-29 00:00:00	True
SOFI	2024-12-17	2,3,4	16.39	22.4	2025-07-29 00:00:00	True
UPST	2024-12-17	2,3,4	82.97	80.43	2025-07-29 00:00:00	True
ALAB	2024-12-16	2,3,4	130.4	118.41	2025-07-29 00:00:00	True
PYPL	2024-12-16	1,3,4	90.55	71.45	2025-07-29 00:00:00	True
SE	2024-12-16	1,2,3	114.34	160.46	2025-07-29 00:00:00	True
DJT	2024-12-13	1,2,3	36.56	17.81	2025-07-29 00:00:00	True
SE	2024-12-13	1,2,3	115.01	160.46	2025-07-29 00:00:00	True
ALAB	2024-12-12	1,2,3,4	122.32	118.41	2025-07-29 00:00:00	True
META	2024-12-12	1,2,3	631.4	700.0	2025-07-29 00:00:00	True
MSFT	2024-12-12	1,2,3	449.48	512.57	2025-07-29 00:00:00	True
QQQ	2024-12-12	1,2,3,4	526.5	567.26	2025-07-29 00:00:00	True
RDDT	2024-12-12	1,2,3,4	163.45	144.85	2025-07-29 00:00:00	True
TQQQ	2024-12-12	1,2,3,4	87.52	89.38	2025-07-29 00:00:00	True
AAPL	2024-12-11	1,2,3	247.15	211.27	2025-07-29 00:00:00	True
ALAB	2024-12-11	1,2,3,4	123.74	118.41	2025-07-29 00:00:00	True
ADBE	2024-12-10	1,2,3,4	547.21	370.7	2025-07-29 00:00:00	True
ALAB	2024-12-10	1,2,3,4	117.07	118.41	2025-07-29 00:00:00	True
PYPL	2024-12-10	1,2,3,4	88.75	71.45	2025-07-29 00:00:00	True
RDDT	2024-12-10	1,2,3,4	163.76	144.85	2025-07-29 00:00:00	True
ADBE	2024-12-09	1,2,3	546.76	370.7	2025-07-29 00:00:00	True
APP	2024-12-09	2,3,4	353.38	361.63	2025-07-29 00:00:00	True
BTC	2024-12-09	1,2,3	43.39	52.04	2025-07-29 00:00:00	True
CLS	2024-12-09	1,2,3,4	90.56	202.0	2025-07-29 00:00:00	True
COIN	2024-12-09	2,3,4	319.0	371.44	2025-07-29 00:00:00	True
CRM	2024-12-09	1,2,3,4	353.7	267.39	2025-07-29 00:00:00	True
IBIT	2024-12-09	1,2,3	55.65	66.71	2025-07-29 00:00:00	True
PLTR	2024-12-09	1,3,4	73.39	156.24	2025-07-29 00:00:00	True
PYPL	2024-12-09	1,2,3	90.0	71.45	2025-07-29 00:00:00	True
QQQ	2024-12-09	1,2,3,4	523.26	567.26	2025-07-29 00:00:00	True
SPY	2024-12-09	1,3,4	605.72	635.26	2025-07-29 00:00:00	True
TQQQ	2024-12-09	1,2,3,4	86.11	89.38	2025-07-29 00:00:00	True
APP	2024-12-06	1,2,3	401.72	361.63	2025-07-29 00:00:00	True
AAOI	2024-12-05	1,2,3,4	37.32	24.11	2025-07-29 00:00:00	True
ALAB	2024-12-05	2,3,4	114.64	118.41	2025-07-29 00:00:00	True
APP	2024-12-05	1,2,3	379.06	361.63	2025-07-29 00:00:00	True
PLTR	2024-12-05	1,2,3	71.87	156.24	2025-07-29 00:00:00	True
QQQ	2024-12-05	1,2,3	521.8	567.26	2025-07-29 00:00:00	True
SNOW	2024-12-05	1,2,4	183.06	218.76	2025-07-29 00:00:00	True
SPY	2024-12-05	1,2,3	607.29	635.26	2025-07-29 00:00:00	True
TQQQ	2024-12-05	1,2,3	85.54	89.38	2025-07-29 00:00:00	True
PLTR	2024-12-04	1,2,3	69.5	156.24	2025-07-29 00:00:00	True
TSLA	2024-12-04	1,2,3	352.19	321.2	2025-07-29 00:00:00	True
AAOI	2024-12-03	1,2,3	41.38	24.11	2025-07-29 00:00:00	True
ETH	2024-12-03	2,3,4	33.72	35.45	2025-07-29 00:00:00	True
ETHA	2024-12-03	2,3,4	27.08	28.49	2025-07-29 00:00:00	True
SOUN	2024-12-03	1,2,3	8.78	10.69	2025-07-29 00:00:00	True
TSLA	2024-12-03	1,2,3	349.07	321.2	2025-07-29 00:00:00	True
AAOI	2024-12-02	1,2,3	40.74	24.11	2025-07-29 00:00:00	True
MARA	2024-12-02	1,2,3	25.81	16.61	2025-07-29 00:00:00	True
SOFI	2024-12-02	1,2,4	15.9	22.4	2025-07-29 00:00:00	True
SPY	2024-12-02	1,2,3	603.67	635.26	2025-07-29 00:00:00	True
AA	2024-11-27	1,2,3,4	45.71	30.44	2025-07-29 00:00:00	True
COST	2024-11-27	1,2,3	963.88	934.57	2025-07-29 00:00:00	True
OPFI	2024-11-27	1,2,3	7.9	10.88	2025-07-29 00:00:00	True
SPY	2024-11-27	1,2,3	598.46	635.26	2025-07-29 00:00:00	True
AA	2024-11-26	1,2,3,4	47.08	30.44	2025-07-29 00:00:00	True
ALAB	2024-11-26	1,2,3,4	105.48	118.41	2025-07-29 00:00:00	True
DELL	2024-11-26	2,3,4	141.79	133.51	2025-07-29 00:00:00	True
ETH	2024-11-26	1,2,3,4	30.88	35.45	2025-07-29 00:00:00	True
ETHA	2024-11-26	1,2,3,4	24.82	28.49	2025-07-29 00:00:00	True
MARA	2024-11-26	1,2,3,4	24.97	16.61	2025-07-29 00:00:00	True
NBIS	2024-11-26	2,3,4	22.08	50.4	2025-07-29 00:00:00	True
PYPL	2024-11-26	1,2,3	87.03	71.45	2025-07-29 00:00:00	True
SOUN	2024-11-26	1,2,3,4	7.75	10.69	2025-07-29 00:00:00	True
ALAB	2024-11-25	1,2,3	106.4	118.41	2025-07-29 00:00:00	True
COST	2024-11-25	1,2,3	950.41	934.57	2025-07-29 00:00:00	True
CRWD	2024-11-25	1,2,3,4	363.51	465.51	2025-07-29 00:00:00	True
OPFI	2024-11-25	1,2,3	7.83	10.88	2025-07-29 00:00:00	True
SOFI	2024-11-25	1,2,3	15.69	22.4	2025-07-29 00:00:00	True
AA	2024-11-22	2,3,4	45.44	30.44	2025-07-29 00:00:00	True
ALAB	2024-11-22	1,2,3	102.23	118.41	2025-07-29 00:00:00	True
BTC	2024-11-22	1,2,3	44.01	52.04	2025-07-29 00:00:00	True
CLS	2024-11-22	1,2,3,4	87.79	202.0	2025-07-29 00:00:00	True
ETH	2024-11-22	1,2,3	31.02	35.45	2025-07-29 00:00:00	True
ETHA	2024-11-22	1,2,3	24.92	28.49	2025-07-29 00:00:00	True
IBIT	2024-11-22	1,2,3	56.49	66.71	2025-07-29 00:00:00	True
RDDT	2024-11-22	2,3,4	144.31	144.85	2025-07-29 00:00:00	True
SOFI	2024-11-22	1,2,3	15.56	22.4	2025-07-29 00:00:00	True
APP	2024-11-21	1,2,3,4	323.99	361.63	2025-07-29 00:00:00	True
GME	2024-11-21	1,2,3,4	27.93	22.55	2025-07-29 00:00:00	True
OPFI	2024-11-21	1,2,3	7.21	10.88	2025-07-29 00:00:00	True
SOFI	2024-11-21	1,2,3	15.01	22.4	2025-07-29 00:00:00	True
APP	2024-11-20	1,2,3	325.65	361.63	2025-07-29 00:00:00	True
DXYZ	2024-11-20	2,3,4	39.51	30.73	2025-07-29 00:00:00	True
LUNR	2024-11-20	1,2,3,4	12.21	11.75	2025-07-29 00:00:00	True
LUNR	2024-11-19	1,2,4	12.55	11.75	2025-07-29 00:00:00	True
XIACY	2024-11-19	1,2,3	18.1	34.78	2025-07-29 00:00:00	True
LULU	2024-11-15	1,2,3,4	323.57	214.04	2025-07-29 00:00:00	True
AMZN	2024-11-14	1,2,3	212.85	231.01	2025-07-29 00:00:00	True
RGTI	2024-11-14	1,2,3,4	1.53	14.47	2025-07-29 00:00:00	True
AAL	2024-11-13	1,2,3,4	14.01	11.42	2025-07-29 00:00:00	True
PANW	2024-11-13	1,2,3	201.18	193.84	2025-07-29 00:00:00	True
AAL	2024-11-12	1,2,3,4	13.79	11.42	2025-07-29 00:00:00	True
QUBT	2024-11-12	1,2,3,4	1.32	15.37	2025-07-29 00:00:00	True
RGTI	2024-11-12	1,2,3,4	1.38	14.47	2025-07-29 00:00:00	True
XIACY	2024-11-12	1,2,3,4	18.0	34.78	2025-07-29 00:00:00	True
OKLO	2024-11-11	1,2,3,4	24.39	71.01	2025-07-29 00:00:00	True
RDDT	2024-11-11	1,2,3	132.12	144.85	2025-07-29 00:00:00	True
AAL	2024-11-08	1,2,3	13.77	11.42	2025-07-29 00:00:00	True
AFRM	2024-11-08	2,3,4	43.91	67.96	2025-07-29 00:00:00	True
OKLO	2024-11-08	1,2,3	24.4	71.01	2025-07-29 00:00:00	True
RDDT	2024-11-08	1,2,3	130.13	144.85	2025-07-29 00:00:00	True
XIACY	2024-11-08	1,2,3,4	17.68	34.78	2025-07-29 00:00:00	True
AAL	2024-11-07	1,2,3	13.72	11.42	2025-07-29 00:00:00	True
WMT	2024-11-07	1,2,4	83.84	98.33	2025-07-29 00:00:00	True
TLRY	2024-11-06	1,2,3,4	1.52	0.58	2025-07-29 00:00:00	False
WMT	2024-11-06	1,2,4	83.39	98.33	2025-07-29 00:00:00	True
XIACY	2024-11-06	2,3,4	17.56	34.78	2025-07-29 00:00:00	True
DELL	2024-11-04	1,2,3,4	129.9	133.51	2025-07-29 00:00:00	True
INTC	2024-11-04	1,2,3	22.35	20.41	2025-07-29 00:00:00	False
SBUX	2024-11-04	1,2,3,4	97.12	92.96	2025-07-29 00:00:00	True
AAL	2024-10-31	1,2,3	13.57	11.42	2025-07-29 00:00:00	True
CRM	2024-10-31	2,3,4	292.21	267.39	2025-07-29 00:00:00	True
DELL	2024-10-31	2,3,4	124.61	133.51	2025-07-29 00:00:00	True
DUOL	2024-10-31	2,3,4	289.8	333.71	2025-07-29 00:00:00	True
ETH	2024-10-31	2,3,4	23.95	35.45	2025-07-29 00:00:00	False
ETHA	2024-10-31	2,3,4	19.28	28.49	2025-07-29 00:00:00	False
ALAB	2024-10-30	2,3,4	74.01	118.41	2025-07-29 00:00:00	True
COIN	2024-10-30	1,2,3	216.83	371.44	2025-07-29 00:00:00	True
MARA	2024-10-30	1,2,3	18.62	16.61	2025-07-29 00:00:00	False
MRVL	2024-10-30	1,2,3	83.04	76.34	2025-07-29 00:00:00	True
OKLO	2024-10-30	1,2,3,4	23.54	71.01	2025-07-29 00:00:00	True
PLTR	2024-10-30	2,3,4	44.13	156.24	2025-07-29 00:00:00	True
QQQ	2024-10-30	2,3,4	496.38	567.26	2025-07-29 00:00:00	True
QUBT	2024-10-30	1,2,3	1.23	15.37	2025-07-29 00:00:00	True
RGTI	2024-10-30	1,2,3	1.41	14.47	2025-07-29 00:00:00	True
LULU	2024-10-29	1,2,3	304.5	214.04	2025-07-29 00:00:00	True
QUBT	2024-10-29	1,2,3	1.22	15.37	2025-07-29 00:00:00	True
RDDT	2024-10-29	1,2,3	81.7	144.85	2025-07-29 00:00:00	True
SOFI	2024-10-29	1,2,3,4	10.53	22.4	2025-07-29 00:00:00	True
RDDT	2024-10-28	1,2,3	80.08	144.85	2025-07-29 00:00:00	True
SOFI	2024-10-28	1,2,3	11.19	22.4	2025-07-29 00:00:00	True
APP	2024-10-25	2,3,4	161.66	361.63	2025-07-29 00:00:00	True
LULU	2024-10-25	1,2,3	303.6	214.04	2025-07-29 00:00:00	False
MSTR	2024-10-25	1,2,3,4	233.2	394.66	2025-07-29 00:00:00	True
SOFI	2024-10-25	1,2,3	10.98	22.4	2025-07-29 00:00:00	True
APP	2024-10-24	2,3,4	158.98	361.63	2025-07-29 00:00:00	True
DJT	2024-10-24	1,2,3	35.21	17.81	2025-07-29 00:00:00	False
RKLB	2024-10-24	1,2,3,4	11.28	43.79	2025-07-29 00:00:00	True
ACHR	2024-10-23	1,2,3	3.13	10.19	2025-07-29 00:00:00	False
AMZN	2024-10-23	1,2,3	186.45	231.01	2025-07-29 00:00:00	True
LULU	2024-10-23	1,2,3	293.84	214.04	2025-07-29 00:00:00	False
LUNR	2024-10-23	1,2,3	8.22	11.75	2025-07-29 00:00:00	True
NVDA	2024-10-23	1,2,3,4	138.44	175.51	2025-07-29 00:00:00	True
RKLB	2024-10-23	1,2,3,4	10.9	43.79	2025-07-29 00:00:00	True
AMZN	2024-10-22	1,2,3	189.63	231.01	2025-07-29 00:00:00	True
DIS	2024-10-22	2,3,4	96.78	119.91	2025-07-29 00:00:00	False
RKLB	2024-10-22	1,2,3,4	11.16	43.79	2025-07-29 00:00:00	True
AMZN	2024-10-21	1,2,3	188.19	231.01	2025-07-29 00:00:00	True
DIS	2024-10-21	2,3,4	96.16	119.91	2025-07-29 00:00:00	False
MU	2024-10-21	2,3,4	108.46	111.96	2025-07-29 00:00:00	False
AAOI	2024-10-18	1,2,3,4	18.57	24.11	2025-07-29 00:00:00	True
DELL	2024-10-18	1,2,4	125.72	133.51	2025-07-29 00:00:00	True
MU	2024-10-18	2,3,4	111.15	111.96	2025-07-29 00:00:00	False
RKLB	2024-10-18	1,2,3,4	10.81	43.79	2025-07-29 00:00:00	True
VRT	2024-10-18	1,2,3	113.04	142.7	2025-07-29 00:00:00	True
AA	2024-10-17	2,3,4	40.93	30.44	2025-07-29 00:00:00	True
AAOI	2024-10-17	1,2,3,4	18.81	24.11	2025-07-29 00:00:00	True
DELL	2024-10-17	1,2,3,4	129.18	133.51	2025-07-29 00:00:00	True
NVDA	2024-10-17	1,2,4	136.92	175.51	2025-07-29 00:00:00	True
RKLB	2024-10-17	1,2,3	10.63	43.79	2025-07-29 00:00:00	True
SMCI	2024-10-17	1,2,3	47.81	58.63	2025-07-29 00:00:00	False
SPY	2024-10-17	2,3,4	582.28	635.26	2025-07-29 00:00:00	True
VRT	2024-10-17	1,2,3,4	114.27	142.7	2025-07-29 00:00:00	True
AAPL	2024-10-16	2,3,4	230.91	211.27	2025-07-29 00:00:00	True
AA	2024-10-15	1,2,3	41.35	30.44	2025-07-29 00:00:00	True
NVDA	2024-10-15	1,2,4	131.08	175.51	2025-07-29 00:00:00	True
QQQ	2024-10-15	1,2,3,4	491.03	567.26	2025-07-29 00:00:00	True
SE	2024-10-15	1,2,3,4	97.36	160.46	2025-07-29 00:00:00	True
SOXL	2024-10-15	1,2,3,4	34.99	27.03	2025-07-29 00:00:00	False
SPY	2024-10-15	2,3,4	579.81	635.26	2025-07-29 00:00:00	True
TQQQ	2024-10-15	1,2,3,4	73.22	89.38	2025-07-29 00:00:00	True
TSM	2024-10-15	1,2,3,4	187.15	241.33	2025-07-29 00:00:00	True
VRT	2024-10-15	1,2,3,4	107.95	142.7	2025-07-29 00:00:00	True
CAT	2024-10-14	1,2,3	395.11	430.05	2025-07-29 00:00:00	True
CRWD	2024-10-14	2,3,4	310.52	465.51	2025-07-29 00:00:00	False
MLGO	2024-10-14	1,2,3	222.54	10.01	2025-07-29 00:00:00	False
SHOP	2024-10-14	2,3,4	83.68	124.85	2025-07-29 00:00:00	True
VRT	2024-10-14	1,3,4	112.44	142.7	2025-07-29 00:00:00	True
MLGO	2024-10-11	1,2,3	201.96	10.01	2025-07-29 00:00:00	False
OPFI	2024-10-11	2,3,4	4.71	10.88	2025-07-29 00:00:00	True
SHOP	2024-10-11	2,3,4	83.24	124.85	2025-07-29 00:00:00	True
APP	2024-10-10	1,2,3,4	144.85	361.63	2025-07-29 00:00:00	True
PYPL	2024-10-10	2,3,4	79.3	71.45	2025-07-29 00:00:00	True
SHOP	2024-10-10	2,3,4	82.7	124.85	2025-07-29 00:00:00	True
VRT	2024-10-10	1,2,3,4	107.7	142.7	2025-07-29 00:00:00	True
AMD	2024-10-09	1,2,3,4	170.49	177.44	2025-07-29 00:00:00	True
APP	2024-10-09	1,2,3,4	143.37	361.63	2025-07-29 00:00:00	True
CRM	2024-10-09	1,2,3	288.35	267.39	2025-07-29 00:00:00	True
HIMS	2024-10-09	2,3,4	18.74	60.27	2025-07-29 00:00:00	True
MSTR	2024-10-09	1,2,3	187.34	394.66	2025-07-29 00:00:00	True
QUBT	2024-10-09	2,3,4	0.68	15.37	2025-07-29 00:00:00	False
RDDT	2024-10-09	2,3,4	70.99	144.85	2025-07-29 00:00:00	True
VRT	2024-10-09	1,2,3,4	108.12	142.7	2025-07-29 00:00:00	True
VRT	2024-10-08	1,2,3,4	106.86	142.7	2025-07-29 00:00:00	True
CRM	2024-10-07	1,2,3	284.15	267.39	2025-07-29 00:00:00	True
META	2024-10-07	2,3,4	584.78	700.0	2025-07-29 00:00:00	True
OKLO	2024-10-07	1,2,3	10.37	71.01	2025-07-29 00:00:00	False
PLTR	2024-10-07	2,3,4	38.92	156.24	2025-07-29 00:00:00	True
VST	2024-10-07	1,2,3	135.04	198.0	2025-07-29 00:00:00	True
OKLO	2024-10-03	1,2,3	9.38	71.01	2025-07-29 00:00:00	False
GOOGL	2024-10-02	1,2,3	165.37	195.75	2025-07-29 00:00:00	False
OPFI	2024-10-02	1,2,3,4	4.87	10.88	2025-07-29 00:00:00	True
AAPL	2024-10-01	1,2,3,4	223.93	211.27	2025-07-29 00:00:00	True
DIS	2024-10-01	1,2,3	94.0	119.91	2025-07-29 00:00:00	False
TEM	2024-10-01	1,2,3	53.07	58.29	2025-07-29 00:00:00	True
AMD	2024-09-30	1,3,4	163.62	177.44	2025-07-29 00:00:00	True
DIS	2024-09-30	1,2,3	96.01	119.91	2025-07-29 00:00:00	False
LULU	2024-09-30	2,3,4	271.34	214.04	2025-07-29 00:00:00	False
QBTS	2024-09-30	1,2,3,4	0.98	17.67	2025-07-29 00:00:00	False
UPST	2024-09-30	1,2,3	40.62	80.43	2025-07-29 00:00:00	True
AA	2024-09-27	1,2,3	39.28	30.44	2025-07-29 00:00:00	False
AVGO	2024-09-27	1,2,3,4	172.62	297.42	2025-07-29 00:00:00	True
IBIT	2024-09-27	1,2,3	37.39	66.71	2025-07-29 00:00:00	False
QQQ	2024-09-27	1,3,4	487.48	567.26	2025-07-29 00:00:00	True
SOL	2024-09-27	1,2,3	2.35	1.91	2025-07-29 00:00:00	True
TQQQ	2024-09-27	1,3,4	72.04	89.38	2025-07-29 00:00:00	True
AAOI	2024-09-26	2,3,4	14.87	24.11	2025-07-29 00:00:00	True
AVGO	2024-09-26	1,2,3	175.46	297.42	2025-07-29 00:00:00	True
SOL	2024-09-26	1,2,3	2.37	1.91	2025-07-29 00:00:00	True
WMT	2024-09-26	1,2,3,4	79.58	98.33	2025-07-29 00:00:00	True
AA	2024-09-25	1,2,3	36.1	30.44	2025-07-29 00:00:00	False
AAOI	2024-09-25	1,2,3	15.32	24.11	2025-07-29 00:00:00	True
AMZN	2024-09-25	1,2,3	192.53	231.01	2025-07-29 00:00:00	True
AVGO	2024-09-25	1,2,3	174.55	297.42	2025-07-29 00:00:00	True
SHOP	2024-09-25	2,3,4	79.77	124.85	2025-07-29 00:00:00	True
AMZN	2024-09-24	1,2,3	192.63	231.01	2025-07-29 00:00:00	True
PLTR	2024-09-24	1,2,4	36.74	156.24	2025-07-29 00:00:00	True
RKLB	2024-09-24	1,2,3	7.4	43.79	2025-07-29 00:00:00	True
DELL	2024-09-23	2,3,4	117.56	133.51	2025-07-29 00:00:00	False
AMD	2024-09-20	1,2,3	154.13	177.44	2025-07-29 00:00:00	False
DELL	2024-09-20	1,2,3	117.97	133.51	2025-07-29 00:00:00	False
MRVL	2024-09-20	1,2,3	72.68	76.34	2025-07-29 00:00:00	True
QCOM	2024-09-20	1,3,4	169.95	162.08	2025-07-29 00:00:00	False
QUBT	2024-09-20	1,3,4	0.69	15.37	2025-07-29 00:00:00	False
SPY	2024-09-20	1,2,3,4	567.95	635.26	2025-07-29 00:00:00	True
XIACY	2024-09-20	1,2,3	12.63	34.78	2025-07-29 00:00:00	True
AFRM	2024-09-19	1,2,3,4	44.96	67.96	2025-07-29 00:00:00	True
DELL	2024-09-19	1,2,3	117.56	133.51	2025-07-29 00:00:00	False
LULU	2024-09-19	1,2,3	270.6	214.04	2025-07-29 00:00:00	False
PLTR	2024-09-19	2,3,4	36.83	156.24	2025-07-29 00:00:00	True
QUBT	2024-09-19	1,3,4	0.71	15.37	2025-07-29 00:00:00	False
SPY	2024-09-19	1,2,3,4	570.92	635.26	2025-07-29 00:00:00	True
AFRM	2024-09-18	1,2,3,4	44.26	67.96	2025-07-29 00:00:00	True
DELL	2024-09-18	1,2,3	116.05	133.51	2025-07-29 00:00:00	False
PLTR	2024-09-18	1,2,3,4	36.4	156.24	2025-07-29 00:00:00	True
RDDT	2024-09-18	1,2,3,4	62.1	144.85	2025-07-29 00:00:00	True
SPY	2024-09-18	2,3,4	561.34	635.26	2025-07-29 00:00:00	True
TSLA	2024-09-18	1,2,3	227.17	321.2	2025-07-29 00:00:00	True
XIACY	2024-09-18	1,2,3	12.36	34.78	2025-07-29 00:00:00	True
AFRM	2024-09-17	1,2,3	43.71	67.96	2025-07-29 00:00:00	True
MCD	2024-09-17	2,3,4	294.07	302.67	2025-07-29 00:00:00	True
PLTR	2024-09-17	1,2,3	36.29	156.24	2025-07-29 00:00:00	True
WMT	2024-09-17	2,3,4	78.95	98.33	2025-07-29 00:00:00	True
AAOI	2024-09-16	1,2,3	13.46	24.11	2025-07-29 00:00:00	True
COST	2024-09-16	2,3,4	907.73	934.57	2025-07-29 00:00:00	True
LUNR	2024-09-16	1,3,4	5.86	11.75	2025-07-29 00:00:00	True
PLTR	2024-09-16	1,2,3	36.31	156.24	2025-07-29 00:00:00	True
RDDT	2024-09-16	2,3,4	59.17	144.85	2025-07-29 00:00:00	True
SBUX	2024-09-16	1,2,3,4	96.4	92.96	2025-07-29 00:00:00	True
ADBE	2024-09-13	2,3,4	533.98	370.7	2025-07-29 00:00:00	True
RDDT	2024-09-13	2,3,4	59.0	144.85	2025-07-29 00:00:00	True
BILI	2024-09-12	1,2,3	15.19	22.44	2025-07-29 00:00:00	True
XPEV	2024-09-12	1,2,3	8.53	18.4	2025-07-29 00:00:00	False
MCD	2024-09-11	1,2,3	287.06	302.67	2025-07-29 00:00:00	True
TSLA	2024-09-06	2,3,4	215.16	321.2	2025-07-29 00:00:00	True
AAL	2024-09-05	1,2,3	10.82	11.42	2025-07-29 00:00:00	False
ADBE	2024-09-05	1,2,3,4	563.68	370.7	2025-07-29 00:00:00	True
AAL	2024-09-04	1,2,3	10.63	11.42	2025-07-29 00:00:00	False
